,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7485,Francis and the Lights,Just for Us,Cameron Cook,6.6,2017,January 11 2018,KTTF,Pop/R&B,0.7202,0.28882,3.8,-11.7139,0.06623,0.528281,0.1731638999999999,0.0976,0.5132,123.4345
7486,Bill Ryder-Jones,A Bad Wind Blows in My Heart,Dean Van Nguyen,5.2,2013,May 7 2013,Domino,Folk/Country,0.481181818,0.467636364,3.454545455,-9.384454545,0.031154545,0.402454545,0.094237182,0.105181818,0.266027273,123.9963636
7487,Neil Young,On the Beach,Rob Mitchum,9.5,1974,September 30 2003,Reprise,Rock,0.54275,0.38975,6.875,-12.67825,0.043075,0.495675,0.045158159,0.1626,0.5785,137.9
7488,Jubilee,After Hours,Minna Zhou,7.4,2016,October 26 2016,Mixpak,Electronic,0.748,0.84,11.0,-4.537,0.054,0.0225,5.41e-06,0.139,0.68,123.974
7489,Nick Catchdubs,After Hours,David Drake,7.8,2012,February 21 2012,Fool's Gold,Rap,0.748,0.84,11.0,-4.537,0.054,0.0225,5.41e-06,0.139,0.68,123.974
7490,D. Charles Speer and the Helix,After Hours,Amy Granzin,7.6,2008,June 12 2008,Black Dirt,Experimental,0.748,0.84,11.0,-4.537,0.054,0.0225,5.41e-06,0.139,0.68,123.974
7491,To Kill A Petty Bourgeoisie,The Patron,Aaron Leitko,6.7,2007,November 26 2007,Kranky,Experimental,0.699333333,0.956333333,3.0,-8.310666667000001,0.059766667,0.0584,0.89,0.297666667,0.214366667,133.994
7492,Gary Wilson,Mary Had Brown Hair,Matthew Murphy,7.0,2004,September 19 2004,Stones Throw,Experimental,0.502625,0.5063125,5.125,-12.2754375,0.0620125,0.199190337,0.197152436,0.2908,0.40835625,102.381625
7493,Main Attrakionz,Bossalinis & Fooliyones,Zach Kelly,7.1,2012,October 30 2012,Young One,Rap,0.612235294,0.647823529,4.823529412,-8.402470588,0.196388235,0.1593358819999999,0.001095906,0.186811765,0.471117647,110.9563529
7494,Maserati,Maserati VII,Joe Tangari,7.7,2012,October 8 2012,Temporary Residence,Rock,0.485444444,0.695333333,5.444444444,-10.00811111,0.044577778,0.005802373,0.7573333329999999,0.148155556,0.404488889,127.2985556
7495,Ioanna Gika,Thalassa,Vrinda Jagota,6.6,2019,April 6 2019,Sargent House,Electronic,0.3867,0.4749,6.8,-9.5802,0.0392,0.512378,0.2138666,0.15453,0.19161,130.9297
7496,Bill Laswell,Sacred System: Book of Exit: Dub Chamber 4,Joe Tangari,6.8,2002,January 8 2003,ROIR,Global,0.5379999999999999,0.305333333,5.166666667,-19.9515,0.039683333,0.327666667,0.735166667,0.1385,0.424,113.0605
7497,Buke and Gase,Scholars,Dale W Eisinger,7.5,2019,January 18 2019,Brassland,Experimental,0.747785714,0.773357143,5.0,-5.292071429,0.234314286,0.210707143,0.001140007,0.185528571,0.642571429,93.70264286
7498,Interpol,Interpol EP,Eric Carr,9.3,2002,July 16 2002,Matador,Rock,0.77175,0.71975,7.25,-10.3575,0.05085,0.011561675,0.866,0.0743,0.272425,126.01325
7499,Kinski,Be Gentle with the Warm Turtle,Joe Tangari,7.8,2001,September 22 2002,PacifiCo,Rock,0.299,0.361545556,6.555555556,-13.68877778,0.041244444,0.2299197,0.780444444,0.115911111,0.050566667,144.44377780000005
7500,Silk Flowers,Silk Flowers,Andrew Gaerig,6.7,2009,August 12 2009,Post Present Medium,Electronic,0.43,0.6536,5.4,-9.092,0.04504,0.67433,0.7023684,0.17606,0.3087,109.1322
7501,Drive-By Truckers,Gangstabilly,Stephen M. Deusner,7.8,1998,February 14 2005,Soul Dump,Rock,0.451545455,0.668545455,5.363636364,-7.272181818,0.048663636,0.443157273,0.043036217,0.204590909,0.439836364,112.2936364
7502,Mochipet,Combat,Dan Lett,7.8,2004,April 19 2004,Violent Turd,Electronic,0.773,0.5329999999999999,0.0,-6.2,0.544,0.5,0.0,0.118,0.399,160.123
7503,L. Pierre,Touchpool,Matthew Murphy,7.1,2005,February 16 2005,Melodic,Electronic,0.460285714,0.608142857,6.285714286,-7.913714286,0.030642857,0.290284974,0.8568571429999999,0.134371429,0.289942857,106.7625714
7504,Prins Thomas,Prins Thomas 2,Andrew Gaerig,6.3,2012,October 30 2012,Full Pupp,Electronic,0.776875,0.778625,5.375,-12.08525,0.0782,0.02951806,0.88775,0.075375,0.409175,117.633125
7505,Romeo Santos,Utopía,Matthew  Ismael Ruiz,8.0,2019,April 19 2019,Sony Latin ,Pop/R&B,0.823384615,0.6903076920000001,6.307692307999999,-4.350846154,0.051176923,0.238930769,4.56e-06,0.153930769,0.8815384620000001,124.6521538
7506,Björk,Utopia,Jeremy D. Larson,8.4,2017,November 27 2017,One Little Indian,Electronic,0.823384615,0.6903076920000001,6.307692307999999,-4.350846154,0.051176923,0.238930769,4.56e-06,0.153930769,0.8815384620000001,124.6521538
7507,Murcof,Utopia,Mark Richardson,7.9,2004,July 27 2004,Leaf,Electronic,0.823384615,0.6903076920000001,6.307692307999999,-4.350846154,0.051176923,0.238930769,4.56e-06,0.153930769,0.8815384620000001,124.6521538
7508,Gena Rowlands Band,La Merde et Les Etoiles,Joe Tangari,7.1,2005,February 7 2005,Autoclave,Pop/R&B,0.346583333,0.169258333,7.5,-16.34666667,0.0579,0.762416667,0.141599113,0.202508333,0.151358333,107.2676667
7509,Ketamines,Spaced Out,Evan Minsker,7.0,2012,March 12 2012,Mammoth Cave Recording Co.,Electronic,0.713,0.8809999999999999,2.0,-3.33,0.0458,0.000121,0.75,0.0623,0.412,124.031
7510,Danzig,Black Laden Crown,Andy O'Connor,6.4,2017,May 30 2017,Nuclear Blast,Metal,0.391,0.8734444440000001,7.777777778,-4.946777778,0.0546,0.005067111,0.015877151,0.111377778,0.237111111,130.3506667
7511,Michael Jackson,The Essential Michael Jackson,David Raposa,8.7,2005,August 8 2005,Sony,Pop/R&B,0.6968,0.70335,5.65,-6.496,0.06285,0.25693,0.0177954,0.1797349999999999,0.78785,123.24155
7512,Modest Mouse,Building Nothing Out of Something,Brent DiCrescenzo,8.9,2000,January 18 2000,Up,Rock,0.437416667,0.621833333,5.416666667,-7.310916667000001,0.067266667,0.377099167,0.16965345,0.167783333,0.459666667,127.3816667
7513,Peter Bjorn and John,Living Thing,Stuart Berman,5.5,2009,March 31 2009,Wichita,Rock,0.67025,0.643416667,5.083333333,-6.881666667,0.074233333,0.253063667,0.061061806,0.185858333,0.495083333,113.13616670000002
7514,Derek Bailey,Carpal Tunnel,Matthew Murphy,7.0,2005,November 3 2005,Tzadik,Experimental,0.679714286,0.5215,5.1428571430000005,-13.38714286,0.399714286,0.551092857,0.173029948,0.2967,0.578428571,116.7197143
7515,Floating Points,Shadows EP,Andrew Gaerig,7.2,2011,January 11 2012,Eglo,Electronic,0.836,0.7115,3.5,-6.2010000000000005,0.0902,0.1079,0.812,0.1169,0.7405,124.9945
7516,Robert Pollard,Coast to Coast Carpet of Love,Jason Crock,7.0,2007,October 8 2007,Merge,Rock,0.4389375,0.6864375,5.125,-6.799375,0.0552125,0.29825625,0.014126881,0.1788125,0.44925,131.0783125
7517,Crookers,Sixteen Chapel,Philip Sherburne,5.5,2015,March 5 2015,CIAO Recs,Electronic,0.768545455,0.847545455,5.0,-5.860727272999999,0.207036364,0.078360818,0.274385545,0.361909091,0.344990909,121.6860909
7518,Applescal,A Slave's Commitment,Andrew Gaerig,6.4,2009,August 28 2009,Traum Schallplatten,Electronic,0.462,0.6829999999999999,8.0,-3.267,0.283,0.19,2.28e-05,0.188,0.484,179.30900000000003
7519,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Harmlessness,Evan Rytlewski,7.9,2015,September 28 2015,Epitaph,Rock,0.407461538,0.616153846,5.230769231,-8.678923077,0.040669231,0.187838462,0.166303308,0.190461538,0.3223,140.92600000000004
7520,Clem Snide,End of Love,Stephen M. Deusner,6.7,2005,February 24 2005,spinART,Rock,0.405,0.893,5.0,-4.819,0.0551,0.000158,4.38e-06,0.208,0.345,80.317
7521,Lokai,Transition,Philip Sherburne,7.6,2009,October 26 2009,Thrill Jockey,Electronic,0.3879,0.2819,4.5,-13.6148,0.03423,0.7885,0.241193,0.12502,0.2352,118.5215
7522,Immix Ensemble & Vessel,Transition,Kevin Lozano,7.0,2016,March 14 2016,Erased Tapes,Experimental,0.3879,0.2819,4.5,-13.6148,0.03423,0.7885,0.241193,0.12502,0.2352,118.5215
7523,Valgeir Sigurðsson,Draumalandid,Brian Howe,7.3,2010,March 4 2010,Bedroom Community,Experimental,0.262033333,0.2371,5.083333333,-15.86925,0.039008333,0.800738333,0.74995,0.145683333,0.093783333,93.9165
7524,Bell Witch,Four Phantoms,Grayson Haver Currin,8.2,2015,April 30 2015,Profound Lore,Metal,0.12935,0.45,2.5,-6.24575,0.0456,0.182425,0.81725,0.117,0.08735,99.026
7525,Smegma,Rumblings,Jason Crock,7.2,2005,July 5 2005,Hanson,Experimental,0.414,0.282,2.0,-14.342,0.0344,0.339,0.0,0.109,0.162,131.658
7526,Asmus Tietchens,Spät-Europa,Dominique Leone,7.7,1981,September 8 2005,Sky,Electronic,0.49455,0.59305,4.85,-9.87995,0.0741049999999999,0.576825675,0.581788335,0.151715,0.26016,123.54885
7527,The Nels Cline Singers,Initiate,Joe Tangari,7.2,2010,April 16 2010,Cryptogramophone,Experimental,0.3842,0.3850655,5.6,-16.58205,0.09005,0.59555895,0.78285,0.297835,0.198,116.1157
7528,Soul-Junk,1942 EP,Jason Nickey,7.5,2001,March 21 2002,Sounds Familyre,Experimental,0.852166667,0.593,6.0,-8.685,0.388333333,0.347816667,0.0,0.11545,0.477,99.70716667
7529,Com Truise,Cyanide Sisters EP,Mark Pytlik,8.0,2011,February 9 2011,Ghostly,Electronic,0.655727273,0.617363636,5.363636364,-9.349363636,0.124318182,0.255472727,0.5676201820000001,0.288645455,0.444454545,115.088
7530,Zero 7,Simple Things,Rob Mitchum,5.3,2002,April 15 2002,Palm Pictures,Electronic,0.478333333,0.490083333,5.916666667,-9.480166667,0.0347583329999999,0.284863333,0.492583333,0.1291916669999999,0.327033333,117.0670833
7531,Pearl Jam,Backspacer,Joshua Love,4.6,2009,September 22 2009,Interscope,Rock,0.494666667,0.750083333,5.083333333,-6.32025,0.044366667,0.135588575,0.000577437,0.204875,0.6044166670000001,137.7489167
7532,Sébastien Tellier,L'Aventura,Jamieson Cox,7.4,2014,June 6 2014,Record Makers,Electronic,0.4848,0.7645,5.8,-7.7982,0.07072,0.106389,0.3393894,0.31251,0.493,126.0199
7533,Matt Kivel,Double Exposure,Jayson Greene,8.0,2013,October 30 2013,Olde English Spelling Bee,Folk/Country,0.5051,0.7521,4.2,-7.1122,0.03314,0.037128,0.20929348,0.28895,0.7006,129.8522
7534,Kelley Stoltz,Double Exposure,Evan Minsker,6.8,2013,October 3 2013,Third Man,Rock,0.5051,0.7521,4.2,-7.1122,0.03314,0.037128,0.20929348,0.28895,0.7006,129.8522
7535,Rilo Kiley,rkives,Carrie Battan,7.4,2013,April 4 2013,Little Record Company,Rock,0.497625,0.6239375,4.625,-6.8169375,0.0465,0.248795956,0.021418333,0.110725,0.45955625,133.4701875
7536,George,The Magic Lantern,Dominique Leone,8.2,2003,September 22 2003,Pickled Egg,Rock,0.30245,0.4012,5.0,-14.081,0.04107,0.47361,0.8233,0.18717,0.13251,120.1393
7537,Kaiser Chiefs,"Yours Truly, Angry Mob",Eric Harvey,5.0,2007,March 1 2007,Interscope,Electronic,0.349166667,0.8856666670000001,6.5,-3.6095,0.082772222,0.0668641109999999,0.047121179,0.339577778,0.394583333,135.8116111
7538,Teebs,Ardour,Nate Patrin,8.0,2010,November 9 2010,Brainfeeder,Electronic,0.460444444,0.7998333329999999,6.277777778,-6.681388889,0.226238889,0.138827778,0.377679422,0.321944444,0.4030666670000001,123.6385556
7539,Rangers,Pan Am Stories,Nick Neyland,6.2,2011,November 14 2011,Not Not Fun,Rock,0.448461538,0.815846154,4.461538462,-4.972153846,0.055253846,0.201123077,0.848153846,0.217346154,0.535,122.9476923
7540,TOBACCO,Sweatbox Dynasty,Nathan Reese,6.7,2016,August 9 2016,Ghostly International,Electronic,0.502833333,0.67675,5.333333333,-5.940166667000001,0.202191667,0.2584659,0.617158333,0.181808333,0.423983333,123.5481667
7541,Brent Faiyaz  ,Sonder Son,Claire Lobenfeld,6.1,2017,October 28 2017,Lost Kids,Pop/R&B,0.6033333329999999,0.389,5.75,-11.23808333,0.158083333,0.5079,0.000192098,0.225783333,0.522083333,111.145
7542,Holy Other,With U EP,Hari Ashurst,7.6,2011,June 14 2011,Tri Angle,Electronic,0.8290000000000001,0.5435,6.5,-11.768,0.0948,0.01063,0.8009999999999999,0.0997,0.4745,122.01
7543,White Car,Everyday Grace,Martin Douglas,6.8,2012,March 16 2012,Hippos in Tanks,Electronic,0.693363636,0.758181818,7.181818182000001,-11.09172727,0.066454545,0.195996364,0.591154545,0.1749,0.569,116.0221818
7544,Loose Tooth,Big Day,Zoe Camp,6.6,2017,April 18 2017,Father/Daughter,Rock,0.74645,0.5826,6.3,-7.4389,0.33416,0.2668925,0.004370485,0.20807,0.5757,125.5574
7545,Larry Heard,Alien,Andy Beta,7.8,1996,April 25 2014,Alleviated,Electronic,0.396363636,0.921,6.0,-7.5143636360000015,0.111154545,0.006114173,0.330836364,0.238818182,0.253181818,136.0263636
7546,Lawrence Arabia,Chant Darling,Stephen M. Deusner,6.3,2010,March 22 2010,Bella Union,Rock,0.5138,0.4926,5.9,-9.0329,0.04477,0.30726,0.02153654,0.2575,0.4995,110.8245
7547,Fetty Wap,Bruce Wayne,Sheldon Pearce,5.4,2018,June 13 2018,300 Entertainment,Rap,0.7336363640000001,0.664090909,5.0,-5.015,0.197563636,0.166336364,1.88e-05,0.124336364,0.534227273,151.1981818
7548,Lee Fields & the Expressions,Faithful Man,Joe Tangari,7.0,2012,March 9 2012,Truth & Soul,Pop/R&B,0.5449,0.5451,4.8,-8.1831,0.05441,0.18232,0.088467885,0.15782,0.5925,115.7753
7549,Oneida,What’s Your Sign?,Jesse Jarnow,7.8,2016,November 26 2016,Northern Spy,Rock,0.501,0.3229999999999999,10.0,-11.418,0.213,0.593,0.0,0.107,0.227,73.158
7550,Neon Indian,Psychic Chasms,Marc Hogan,8.6,2009,October 13 2009,Lefse,Electronic,0.519,0.720666667,5.916666667,-7.598916667,0.139733333,0.2411025,0.292374075,0.219733333,0.74425,114.6405833
7551,Xasthur,Subliminal Genocide,Brandon Stosuy,7.8,2006,October 10 2006,Hydra Head,Metal,0.171309091,0.401372727,5.545454545,-11.626,0.060345455,0.6309,0.900181818,0.217381818,0.0881,102.3338182
7552,Odd Future Wolf Gang Kill Them All,The OF Tape Vol. 2,Jordan Sargent,7.5,2012,March 22 2012,Odd Future,Rap,0.618111111,0.607116667,5.166666667,-8.099388889,0.335727778,0.178039444,0.000470254,0.268227778,0.465166667,106.3460556
7553,Death Cab for Cutie,Transatlanticism,Ian Cohen,8.4,2003,November 6 2013,Barsuk,Rock,0.5422727270000001,0.531254545,5.454545455,-9.914727273,0.030327273,0.272582364,0.0872048909999999,0.174581818,0.339345455,118.1815455
7554,Death Cab for Cutie,Transatlanticism,William Morris,6.4,2003,October 7 2003,Barsuk,Rock,0.5422727270000001,0.531254545,5.454545455,-9.914727273,0.030327273,0.272582364,0.0872048909999999,0.174581818,0.339345455,118.1815455
7555,New Radiant Storm King,The Steady Hand,Zach Baron,4.8,2006,March 1 2006,Darla,Rock,0.486615385,0.773538462,5.153846154,-5.784384615,0.031176923,0.019138042,0.361761231,0.168330769,0.526615385,130.2702308
7556,Pop. 1280,The Horror,Stuart Berman,7.5,2012,February 3 2012,Sacred Bones,Rock,0.530642857,0.416142857,4.785714286,-13.45364286,0.037164286,0.326621429,0.8210714290000001,0.24005,0.305964286,114.75642859999998
7557,The Ponys,Celebration Castle,Matthew Murphy,7.8,2005,May 2 2005,In the Red,Rock,0.3701,0.8501,7.6,-5.2618,0.0582,0.0266655,0.000764044,0.16373,0.4205,139.0991
7558,WHY?,"Mumps, etc.",Ian Cohen,2.8,2012,October 9 2012,Anticon,Rap,0.587461538,0.637,4.153846154,-6.932769231,0.163161538,0.2534,8.89e-06,0.232553846,0.408115385,114.197
7559,Jhené Aiko,Trip,Briana Younger,6.7,2017,October 5 2017,Def Jam,Pop/R&B,0.48885,0.5138,4.65,-9.02615,0.15321,0.52230535,0.010740462,0.20937,0.332325,122.32245
7560,The Jayhawks,Hollywood Town Hall [Expanded Edition],Stephen M. Deusner,8.3,2011,January 20 2011,Legacy,Rock,0.5941333329999999,0.6848,4.133333333,-7.795133333,0.028933333,0.039109133,0.056232253,0.17604,0.685133333,135.7456667
7561,Terrestre,Secondary Inspection,Mark Richardson,8.6,2004,September 8 2004,Static,Electronic,0.31,0.947,6.6,-4.3272,0.05976,4.83e-06,0.19462,0.3498,0.4096,128.4726
7562,The Chainsmokers,Sick Boy,Larry Fitzmaurice,3.1,2018,January 9 2019,Disruptor,Electronic,0.5756,0.6873,5.6,-6.4025,0.05593,0.1601989,0.00206136,0.22838,0.40337,133.4369
7563,Ugly Casanova,Sharpen Your Teeth,Ryan Schreiber,7.3,2002,May 12 2002,Sub Pop,Rock,0.5579999999999999,0.4165,1.833333333,-10.80916667,0.03575,0.5035,0.008407817,0.121983333,0.287666667,138.10416669999998
7564,Aaron Dilloway,Modern Jester,Marc Masters,7.7,2012,February 27 2012,Hanson,Experimental,0.295842857,0.5536,6.714285714,-11.46357143,0.281457143,0.5571857139999999,0.403722429,0.177042857,0.222842857,96.477
7565,The Gris Gris,The Gris Gris,Brandon Stosuy,7.0,2004,November 16 2004,Birdman,Electronic,0.450111111,0.558777778,5.0,-7.983,0.036566667,0.409851111,0.252558111,0.173333333,0.3478,115.3117778
7566,Ice Cube,"Laugh Now, Cry Later",Tom Breihan,3.8,2006,July 24 2006,Lench Mob,Rap,0.65805,0.68045,4.75,-6.7736,0.2488,0.2028123,0.028154165,0.349895,0.5684,96.11645
7567,Lucero,That Much Further West,Stephen M. Deusner,7.6,2003,March 23 2004,Tiger Style,Rock,0.481333333,0.712833333,4.5,-8.585916667000001,0.043908333,0.248971833,0.25879675,0.1397666669999999,0.363308333,140.59625
7568,Coughs,Fright Makes Right,Nick Sylvester,6.5,2005,March 8 2005,Load,Experimental,0.3831875,0.855,5.5625,-3.6584375,0.0986125,0.134402644,0.6625814329999999,0.32061875,0.4834375,105.5871875
7569,The Feelies,Crazy Rhythms,Mike Powell,9.1,2009,September 14 2009,Domino,Rock,0.474545455,0.7490000000000001,5.909090909,-8.680090909,0.065690909,0.0426139,0.261627273,0.189418182,0.546,111.4855455
7570,Blossom Toes,We Are Ever So Clean,Douglas Wolk,8.6,1967,August 8 2007,Marmalade,Rock,0.4334,0.5408,4.95,-9.8879,0.044505,0.379694,0.065833729,0.29193,0.4345,114.7951
7571,Chatham County Line,Wildwood,Joe Tangari,7.2,2010,July 14 2010,Yep Roc,Folk/Country,0.5419,0.5054,4.8,-10.7848,0.03436,0.37344,0.009054618,0.1203,0.3156,110.1431
7572,Casper & the Cookies,Modern Silence,Matthew Perpetua,5.4,2009,May 14 2009,Happy Happy Birthday to Me,Rock,0.547333333,0.6973888890000001,5.5,-6.790833332999999,0.061111111,0.240854111,0.073168482,0.1545722219999999,0.589544444,116.3888333
7573,Kid606,Pretty Girls Make Raves EP,Matthew Murphy,6.9,2006,July 11 2006,Tigerbeat6,Electronic,0.8340000000000001,0.831,7.0,-6.061,0.0745,0.00799,0.0,0.217,0.7879999999999999,103.009
7574,Josh Rouse,Subtítulo,Marc Hogan,3.7,2006,April 16 2006,Nettwerk,Rock,0.6568,0.4376,4.4,-11.7016,0.03596,0.4448543,0.0980781,0.19803,0.6908,119.1913
7575,Pita,Get In,Aaron Leitko,7.2,2016,May 12 2016,Editions Mego,Electronic,0.944,0.902,7.0,-4.802,0.1,0.0092,0.452,0.142,0.9,125.069
7576,JAY-Z,Watch the Throne,Tom Breihan,8.5,2011,August 11 2011,Def Jam,Rap,0.636083333,0.760416667,4.833333333,-5.926916667,0.202116667,0.191141667,0.001688333,0.264283333,0.45275,121.66858329999998
7577,Quasimoto,Yessir Whatever,Nate Patrin,7.4,2013,June 18 2013,Stones Throw,Rap,0.692333333,0.611083333,5.333333333,-8.631416667,0.37875,0.200664167,0.002162379,0.137725,0.618166667,112.27058329999998
7578,PUP,The Dream is Over,Ian Cohen,7.8,2016,May 30 2016,SideOneDummy,Rock,0.3478,0.9312,5.2,-2.3948,0.08621,0.003655921,0.004259228,0.17009,0.2353,136.7508
7579,Yeasayer,All Hour Cymbals,Eric Harvey,7.8,2007,October 25 2007,We Are Free,Electronic,0.472636364,0.594909091,3.727272727,-8.384727273,0.034681818,0.322627273,0.22728945,0.207390909,0.365845455,117.2754545
7580,Terry Riley,A Rainbow in Curved Air,Seth Colter Walls,9.1,1969,September 4 2016,Columbia,Experimental,0.403,0.474,2.0,-13.351,0.0345,0.401,0.95,0.108,0.602,172.016
7581,Califone,All My Friends Are Funeral Singers,Joe Tangari,8.1,2009,September 30 2009,Dead Oceans,Rock,0.570428571,0.378428571,4.6428571430000005,-14.33792857,0.049407143,0.637259286,0.388107143,0.187678571,0.427857143,119.6782857
7582,Jonwayne,Rap Album One,Kyle Kramer,6.0,2013,November 12 2013,Stones Throw,Rap,0.585272727,0.527454545,5.727272727000001,-8.768909091,0.302563636,0.419036364,0.019166967,0.1725727269999999,0.385454545,123.7097273
7583,Supersystem,A Million Microphones,Adam Moerder,5.0,2006,August 30 2006,Touch and Go,Electronic,0.708545455,0.805,5.454545455,-5.939,0.068263636,0.180690618,0.016327009,0.165045455,0.793090909,123.3010909
7584,The Beta Band,Heroes to Zeros,Matt LeMay,6.9,2004,May 6 2004,Astralwerks,Rock,0.501583333,0.5844166670000001,5.416666667,-7.826666667,0.056016667,0.259170833,0.338675833,0.13515,0.361816667,108.497
7585,Gruff Rhys,Yr Atal Genhedlaeth,Marc Hogan,7.8,2005,February 7 2005,Rough Trade,Rock,0.605727273,0.590454545,6.454545455,-7.272909091,0.0514636359999999,0.262490909,0.126241455,0.150036364,0.599381818,120.3940909
7586,Gunplay,Acquitted,Miles Raymer,6.9,2013,June 24 2013,Maybach,Rap,0.7077,0.7436,4.4,-5.3894,0.27222,0.1203112,1.88e-05,0.29647,0.4815,135.2351
7587,Still Life Still,Mourning Trance,Jamieson Cox,6.6,2013,August 22 2013,Arts & Crafts,Rock,0.3481,0.6807,4.7,-8.1749,0.05116,0.09546925,0.0692937,0.17968,0.4398,137.3931
7588,Brett Anderson,Black Rainbows,Stuart Berman,5.8,2011,September 27 2011,EMI,Rock,0.402,0.73,4.0,-6.332999999999998,0.0376,4.23e-05,0.15,0.289,0.431,150.18200000000004
7589,Robert Wyatt,Rock Bottom,Douglas Wolk,9.0,2010,November 4 2010,Domino,Experimental,0.517,0.7020000000000001,0.0,-6.8420000000000005,0.0424,0.000232,0.00165,0.204,0.244,176.088
7590,Umberto,Night Has a Thousand Screams,Nick Neyland,6.1,2012,December 4 2012,Rock Action,Electronic,0.3996,0.49321,3.0,-10.5668,0.13737,0.33002722,0.602154,0.19327,0.1713299999999999,124.2265
7591,The Dead 60s,The Dead 60s,Adam Moerder,5.8,2005,June 15 2005,BMG,Electronic,0.591384615,0.797846154,6.692307692000001,-6.844846154,0.065392308,0.004321854,0.040936135,0.293892308,0.823769231,131.33461540000002
7592,Memory Tapes,Grace/Confusion,Ian Cohen,6.2,2012,December 6 2012,Carpark,Electronic,0.592666667,0.621833333,5.166666667,-8.754333333,0.03025,0.119266667,0.51865,0.36745,0.389666667,119.842
